id,cost,category,name,brand,retail_price,department,sku,distribution_center_id,product_id
24644,27.872100528435407,Socks,2XU Men's Compression Race Sock,2XU,49.950000762939446,Men,C9344998D1ECC002E56B572B310A2AB1,1,24644
24731,25.58795095982142,Socks,2XU Men's Compression Recovery Sock,2XU,43.150001525878906,Men,C5D644FA8A86AD83E43F040A9EEB4BBC,1,24731
3206,38.314999952912331,Dresses,AGB Women's Long Sleeve Striped Sweater Dress,AGB,79.0,Women,211ED78FE91938B90F84A51944B08D5A,1,3206
3660,21.919649713848159,Dresses,AGB Women's Short Sleeve Cowl Necked Sweater Dress,AGB,50.389999389648438,Women,9627C45DF543C816A3DDF2D8EA686A99,1,3660
3730,39.070999938994646,Dresses,AGB Women's V-Neck Dress With Draped Side,AGB,89.0,Women,D8C24CA8F23C562A5600876CA2A550CE,1,3730
3943,26.280800324571128,Dresses,AGB Women's Plus-Size Ruched Short Sleeve V-Neck Dress with Empire Waistline,AGB,53.200000762939446,Women,DA21BAE82C02D1E2B8168D57CD3FBAB7,1,3943
5353,22.46999996714294,Pants & Capris,AGB Women's Solid Challis Palazzo Pant With Self Sash,AGB,42.0,Women,AA0D2A804A3510442F2FD40F2100B054,1,5353
5433,11.640959460911304,Pants & Capris,BKE Women's Casual Linen Cotton Natural Comfortable Pants,BKE,20.209999084472656,Women,BF25356FD2A6E038F1A3A59C26687E80,1,5433
9035,1.3983000106409191,Socks & Hosiery,HDE Women's Solid Color Premium Microfiber Tights,HDE,3.9500000476837158,Women,D91FB359652B5C9D9842B11D1C6FADA5,1,9035
14170,1.1859000150532462,Accessories,HDE Ladies Fashion Leather Skinny Belt with Bow Buckle & Gold Accents,HDE,2.9500000476837158,Women,C5FE17B7A8D023ADE2BBB05E574EEF78,1,14170
28411,2.083760045012236,Accessories,HDE Solid Color Suspenders - 20 Styles,HDE,4.880000114440918,Men,F512288BB4D64BBA2C024BC73646808D,1,28411
28548,1.2803000217497349,Accessories,HDE Classic Bow Tie,HDE,2.9500000476837158,Men,D1D6E4E428DA3798F5D662CB3C8CD74F,1,28548
17159,28.429830918571056,Fashion Hoodies & Sweatshirts,Independent Trading Co. Mens Sherpa Lined Full-Zip Contrast Hooded Sweatshirt (Assorted Colors),ITC,54.9900016784668,Men,986AD3ADA4D93C1C474674751F941082,1,17159
5357,15.4504798515518,Pants & Capris,(1272) Ladies Wide Leg Smart City Trousers Light Brown,Ice,27.989999771118164,Women,82DEBD8A12B498E765A11A8E51159440,1,5357
5440,13.46318990700826,Pants & Capris,(1272) Wide Leg Smart Soft City Trousers Black,Ice,27.989999771118164,Women,7A2347D96752880E3D58D72E9813CC14,1,5440
7234,9.19631984055072,Skirts,(2384) Fishtail Peplum Hem Pencil Skirt Black,Ice,24.989999771118164,Women,44D47238D7D3E17AA176019EAFAC82AF,1,7234
7236,11.383619829264582,Skirts,ICE (2328) Stretch Black Satin Pencil Skirt-14,Ice,25.989999771118164,Women,58AE23D878A47004366189884C2F8440,1,7236
7246,9.4520598728214953,Skirts,(2328) Satin Pencil Skirt with Skinny Belt Purple,Ice,23.989999771118164,Women,D240CB4A3E3D2ED5250AC2E1480422F0,1,7246
7903,10.567589980136454,Blazers & Jackets,ICE (5066) ladies smart herring bone tweed jacket brown 6-16,Ice,30.989999771118164,Women,84CB17743002B4CFB81B0153CEE648FC,1,7903
8080,37.113601108783485,Suits,(6252) Pinstripe Tailored Boot Leg Trouser Suit,Ice,57.9900016784668,Women,D4A973E303EC37692CC8923E3148EEF7,1,8080
8089,49.165528608800166,Suits,(6249-2) Smart Satin Evening Suit with Flute Skirt Beige,Ice,75.989997863769531,Women,A992A9E939240CE589ACCF70240BDDDA,1,8089
8103,38.117308918247517,Suits,ICE (6237-2) pinstripe tailored trouser suit dark brown sizes 8-16,Ice,66.989997863769531,Women,44151DE6BE734DB545EC958E77B0F9DF,1,8103
8109,37.754101099950816,Suits,(6240) Dip Hemmed Flute Skirt Suit Pinstripe Black,Ice,63.9900016784668,Women,D30D0F522A86B3665D8E3A9A91472E28,1,8109
8110,9.7012899088031048,Suits,ICE (2356) stretch pencil skirt smart casual black 4-16,Ice,16.989999771118164,Women,71B9E42FD1490C2EE83C1BC4C4E37DA3,1,8110
8139,59.51379877566248,Suits,(6242) Function Cocktail Lace Bolero Skirt Suit Black,Ice,95.989997863769517,Women,E025B6279C1B88D3EC0ECA6FCB6E6280,1,8139
8158,15.12617992565751,Suits,ICE (2347) pencil skirt stretch sateen + FREE belt red size 6-16,Ice,25.989999771118164,Women,7AE26CBE9586DEA7D1F0FA372AA86811,1,8158
8160,15.697959905421325,Suits,ICE (2328) pencil skirt stretch satin + FREE belt red size 6-16,Ice,25.989999771118164,Women,89D9C467C2926DE8EF12D1F3E006D06B,1,8160
8162,9.8202198950487354,Suits,ICE smart stretch pencil skirt beige 4-16,Ice,16.989999771118164,Women,7F2776F553FE2D5F8BC9A0E0A6D9EC12,1,8162
8189,19.204350993917885,Suits,ICE (2359) lined chelsea beaded pencil skirt black sizes 8-18,Ice,33.9900016784668,Women,65184321C340B4D56581EE59B58D9D56,1,8189
8191,43.697928826136206,Suits,ICE (6230) smart pencil skirt suit black shadow stripe sizes 10-20,Ice,71.989997863769531,Women,4B2944DFEA61BE814911110C21DDD974,1,8191
8195,39.658078809719605,Suits,ICE (6235) smart tailored trouser suit dark grey sizes 10-20,Ice,66.989997863769531,Women,3C88C1DB16B9523B4DCDCD572AA1E16A,1,8195
8197,16.191769897296577,Suits,ICE (2347) Pencil Skirt Stretch Sateen + Free Belt Silver Grey Size 6-16,Ice,25.989999771118164,Women,35285AA740B37F0B1933DA97BF4CA4B9,1,8197
8208,16.217759901327788,Suits,ICE (2347) pencil skirt stretch sateen + FREE belt black size 6-16,Ice,25.989999771118164,Women,342C472B95D00421BE10E9512B532866,1,8208
8209,9.8372098976047333,Suits,ICE (2356) towie stretch pencil skirt olympic red 4-16,Ice,16.989999771118164,Women,77AE1A5DA3B68DC65A9D1648242A29A7,1,8209
6529,31.960000045597557,Shorts,QSW Women's Hannah's Vintage Cutoff Short,QSW,68.0,Women,AC10EC1ACE51B2D973CD87973A98D3AB,1,6529
12746,27.840000092983249,Swim,TYR Sport Women's Solid Diamondback Swim Suit,TYR,60.0,Women,C1FCFFD51EB7C38B7209A6106D66CC84,1,12746
12750,34.939519249829942,Swim,TYR Sport Women's Firerock Diamondback Swim Suit,TYR,77.989997863769531,Women,45B865D134D2C25CF5ED131317FE88DE,1,12750
12757,22.781000450715425,Swim,TYR Sport Women's Solid Maxback Swim Suit,TYR,59.950000762939446,Women,5B61616B138596DFA7C219DB523F73A6,1,12757
12768,21.746399482494589,Swim,TYR Sport Women's Solid Diamondback Workout Bikini Swim Suit,TYR,55.7599983215332,Women,EFCCE1C8F8C7B18FFA9C63BF6A2713A7,1,12768
12794,17.141639625748283,Swim,TYR Sport Women's Solid Durafast Maxback Swim Suit,TYR,40.619998931884766,Women,A0098FD07DB7692267FCA4F4169C9BA2,1,12794
12803,28.096198903571064,Swim,TYR Sport Women's Reversible Solid Diamondback Swim Suit,TYR,70.949996948242188,Women,BBF514D16A56CBA73809FD0B7E262436,1,12803
12807,31.131429246812761,Swim,TYR Alliance Maxback Women's Suit,TYR,76.489997863769531,Women,431CFE4BD4A84B68398E14AF4BE0BDC3,1,12807
12815,19.171920763937685,Swim,TYR Sport Women's Durafast Diamondback With Stripping Swim Suit,TYR,46.9900016784668,Women,A48DE938587144BE6BE3B95682B5B948,1,12815
12850,20.496350471267107,Swim,TYR Sport Women's Alliance Durafast Splice Diamondback Swim Suit,TYR,54.950000762939446,Women,237949CCEAABE986AC5C1CD65CEF13FF,1,12850
12967,22.616230652448241,Swim,TYR Sport Women's Aurora Maxback Swim Suit,TYR,59.9900016784668,Women,5E2474F1E2B6E1E2A6985974062B664C,1,12967
13190,27.948000147938728,Swim,TYR Sport Women's Reversible Solid Maxback Swim Suit,TYR,68.0,Women,7D288F69A0110EA0ADD97AE01491E752,1,13190
13350,21.168069395914969,Swim,TYR Sport Women's Alliance Durafast Splice Diamondback Swim Suit,TYR,52.0099983215332,Women,560A6A01A9FCE179D1D3A1D8D56758A3,1,13350
27445,24.71966119429112,Swim,TYR Sport Men's Square Leg Short Swim Suit,TYR,38.9900016784668,Men,2AB7D3B23574C3DEA2BD278AFD0939AB,1,27445
27466,17.850000048056245,Swim,TYR Sport Men's Swim Short/Resistance Short Swim Suit,TYR,30.0,Men,67317D6DCC4CB778AEB9219565F5456B,1,27466
27481,29.408000515669585,Swim,TYR Alliance Team Splice Jammer,TYR,45.950000762939446,Men,213C888198806EF1A0E2BBF2F4855C6C,1,27481
27529,22.824000120162964,Swim,TYR Sport Men's Poly Mesh Trainer Swim Suit,TYR,36.0,Men,C386CBA5332D11385672EE52D036E8C1,1,27529
27537,24.353911066282688,Swim,TYR Sport Men's Alliance Durafast Splice Square Leg Swim Suit,TYR,39.9900016784668,Men,D012C46243D7E2391B64B221DFCC18E3,1,27537
27552,19.317550501902403,Swim,TYR Sport Men's Solid Racer Swim Suit,TYR,33.950000762939453,Men,2AF9B1A840B4ECD522FE1CDA88C8385E,1,27552
27599,16.436200169558823,Swim,TYR Sport Men's 8-Inch Nylon Team Trainer Swim Suit,TYR,26.510000228881839,Men,B856243E684B903DE6085DC70830792A,1,27599
27674,27.065919520119127,Swim,TYR Sport Men's Firerock Splice Jammer Swim Suit,TYR,44.959999084472656,Men,18F16DE5C7012D9AB4E5DE2A0DCB829B,1,27674
27812,14.894039896076579,Swim,TYR Sport Men's Solid Durafast Racer Swim Suit,TYR,24.989999771118164,Men,9729C9467900E712F46044A2E54DA67F,1,27812
27960,15.075000037904829,Swim,TYR Sport Men's Firerock Splice Racer Swim Suit,TYR,25.0,Men,7428F98008346BB6AA6FC92D257505AB,1,27960
28039,21.698000088334084,Swim,TYR Sport Men's Universe Racer,TYR,38.0,Men,0B890A8CA95E146AE3686E4BD3B8C9D2,1,28039
28167,24.840000048279759,Swim,TYR Sport Men's Universe Splice Jammer,TYR,40.0,Men,BBDBF47737D418BDC77C73EF28C50A49,1,28167
4330,21.166000001132488,Jeans,YMI Juniors Five Pocket Jegging Jean,YMI,38.0,Women,0D5BD023A3EE11C7ABCA5B42A93C4866,1,4330
4474,16.042479567889572,Jeans,YMI Juniors Floral Skinny,YMI,27.469999313354489,Women,0E1FEAE55E360FF05FEF58199B3FA521,1,4474
4477,14.925300380962714,Jeans,YMI Belted Flare Leg Jeans [P466255-B1093],YMI,27.950000762939453,Women,D03A857A23B5285736C4D55E0BB067C8,1,4477
6332,5.3024399470737578,Shorts,YMI Juniors Heavy Stitch Bermuda,YMI,11.329999923706056,Women,53B354612D26628E73986A80E254864E,1,6332
6361,12.519989886517161,Shorts,YMI Stretch 5-Pocket Denim Bermuda Shorts [M66169],YMI,24.989999771118164,Women,38EB982EE635354D3FEBF457BEEEE736,1,6361
6591,20.25399999320507,Shorts,YMI Juniors Embroidered Short,YMI,38.0,Women,486FBD761BFA5400722324FDC9822ADC,1,6591
29099,13.805250253187491,Accessories,Beza Geneva Money Clamp Black Matte with Wallet,Beza,34.950000762939453,Men,3540A005CE1B9C61B8C40338A7FA3B56,1,29099
3212,25.73999997228384,Dresses,Bobi Women's Modal Jersey Cowl Neck Dress,Bobi,60.0,Women,0AAE0FEDE9A4D278E2F9A171E62FC76B,1,3212
3351,41.479999832808971,Dresses,Bobi Women's Supreme Jersey Cutout Sleeve Dress,Bobi,85.0,Women,0B6ACE9E8971CF36F1782AA982A708DB,1,3351
15178,27.240000106394287,Maternity,Boob Designs Fast Food Nursing Bra,Boob,60.0,Women,21278BABE2D47009E94CC926BCCD426A,1,15178
24721,6.6990000121295452,Socks,ECCO Men's Cushion Mercerized Cotton Sock,ECCO,11.0,Men,55AEB76C83AA533B11CBC33F9E40AA95,1,24721
24771,6.1700000241398811,Socks,ECCO Men's Crew Golf Cushion With Mesh Top Sock,ECCO,10.0,Men,4609A0CB0481252AB39445F70503E48F,1,24771
25341,9.1888698860529061,Socks,ECCO Men's Single Cushioned Crew Socks,ECCO,14.989999771118164,Men,6DDEFCB8A5912083892616EF3C95A8B6,1,25341
12710,43.904000259935856,Swim,Echo Design Women's Crinkle Shirt Dress,ECHO,98.0,Women,B83B4B4FB7DEE46FD2E688F76E3F3928,1,12710
12720,26.92800010740757,Swim,Echo Design Women's Solid Open Shoulder Dress,ECHO,68.0,Women,12AE3F826BB1B9873C71C353F3DF494C,1,12720
12734,17.904000163078308,Swim,Echo Design Women's Loco Stripe Short Caftan,ECHO,48.0,Women,872DE53A900F3250AE5649EA19E5C381,1,12734
13015,11.175800020900368,Swim,Echo Design Women's Solid Butterfly With Braided Ties,ECHO,29.409999847412109,Women,9990B876C04BA1532BF63A8944989828,1,13015
13152,15.03624071214557,Swim,Echo Design Women's Silk Beach Cover Up Dress Shirt,ECHO,39.9900016784668,Women,D92D7EC47187A662AACDA2D4B4C7628E,1,13152
13184,30.107999995350841,Swim,Echo Design Women's Mambo Circles Keyhole Tunic,ECHO,78.0,Women,2F4CD0A689DF7A6613B9FF4E84B34DF6,1,13184
13284,5.5866702170774074,Swim,Echo Design Women's Sundial Pareo,ECHO,13.270000457763672,Women,52D5D0F100D9DE6A78A830D358C6ADC7,1,13284
13475,38.368000224232674,Swim,Echo Design Women's Mediterranean Stripe Butterfly Tunic,ECHO,88.0,Women,FBF76DFC000A67CAB7DC95B88F37475B,1,13475
13489,18.864000052213669,Swim,Echo Design Women's Cheetah Butterfly Tunic,ECHO,48.0,Women,3A06105CF87A4A0D2B22CA218ACA4783,1,13489
13499,9.525000024586916,Swim,Echo Design Women's Asymmetrical T-Shirt Cover-Up,ECHO,25.0,Women,4D230B683BF9840553AE57F4ACC96E81,1,13499
13568,27.085500190034509,Swim,Echo Design Women's Palm Leaf Butterfly Coverups,ECHO,58.5,Women,04CD6B3A4A100219AEF16BAF900D804E,1,13568
13952,8.9355298357319839,Accessories,Echo Design Women's Basic Touch Glove,ECHO,19.989999771118164,Women,4A3CFFE005397D4CFFDEE044F1C8D30E,1,13952
14232,12.207999914884567,Accessories,Echo Design Women's Echo Touch Warmers Knit Glove,ECHO,28.0,Women,0EE7E71061CF860CCF3B29C6823C7971,1,14232
15981,20.429999995976686,Plus,Echo Design Women's Knit Touch Glove And Earbuds Music Set,ECHO,45.0,Women,A1C9A80B51FB1A982B13329A1DC58F95,1,15981
23312,27.325700429174304,Shorts,ERGO Clothing Scratch Board Short - Men's,ERGO,51.950000762939446,Men,F43B42179344B1DC12E03A961D7A61A6,1,23312
27003,9.2962798560199129,Sleep & Lounge,Navy Satin Bath Robe for Men,Easy,24.989999771118164,Men,0C8C5B55E8A3C4C0856A1FC3D0A46F61,1,27003
17483,45.478999994695194,Fashion Hoodies & Sweatshirts,Howe Men's Agenda Surrender Hoodie,Howe,89.0,Men,B0B1D24F68E3D6A9F855E424C4F0C9B6,1,17483
20265,57.998550617699323,Suits & Sport Coats,Howe Men's Everything Changes Blazer,Howe,133.33000183105469,Men,26C7CC8D05A0DC19CFC07BAA975877F1,1,20265
20495,71.639999881386757,Suits & Sport Coats,Howe Men's Personal Jesus Blazer,Howe,199.0,Men,715A4F8BB21ABBD684D51711FA65B830,1,20495
22561,49.005000103265047,Pants,Howe Men's The Finest Pant,Howe,99.0,Men,A37F7E73B30FE57804F10FCDE7D5D54B,1,22561
22622,28.608789439699649,Pants,Hause Of Howe  Men's The Finest Plaid Trouser,Howe,58.029998779296882,Men,E51BA02C4A70EF8A1A52A987473F3DEE,1,22622
22462,24.300000060349703,Pants,JSLV The Worker Pants in Chocolate,JSLV,54.0,Men,D1DC3835945431FEADE7F56194520559,1,22462
15917,1.6379999946802857,Plus,Keds Popcorn Socks in 3 Pack Different Style Great Colors,Keds,3.5,Women,7737A2600285AFE739FC99B6F0E9FD97,1,15917
12216,9.0129898882789927,Intimates,Lace Bra and Panty Set Neon Pink Neon Yellow Black,Kiss,17.989999771118164,Women,B753CED14094E73576B017D9323BE362,1,12216
12217,11.374309872447103,Intimates,Set: Mini Heart Bra and Sexy Lace Bottom Panty,Kiss,19.989999771118164,Women,2C5201A7391FEDBC40C3CC6AA057A029,1,12217
17691,21.114720920792521,Fashion Hoodies & Sweatshirts,NOTW Edgy Pullover Hoodie,NOTW,39.9900016784668,Men,4EC31EEABA1B784B650382236495532D,1,17691
17981,38.304000049829483,Fashion Hoodies & Sweatshirts,Obey The Trademark Zip Hood in Jet Black,Obey,76.0,Men,6878FEA7A98CB41194729E55EE5CEA46,1,17981
18011,31.651200509871543,Fashion Hoodies & Sweatshirts,Obey Printing Press Hoodie Heather Charcoal Mens,Obey,54.950000762939446,Men,45EBD93B65D907B7F84545B9AED9AF8F,1,18011
27630,73.579999953508363,Swim,Onia Men's Calder 7.5 Swim Shorts,Onia,130.0,Men,4E111A3FE1958D7F4C0215BBA108DF0E,1,27630
2935,5.2995799188447,Active,Pony Women's 6-Pairs Athletic Low Cut Socks - Many Cute Patterns,Pony,11.989999771118164,Women,B6617980CE90F637E68C3EBE8B9BE745,1,2935
17702,20.9963203747499,Fashion Hoodies & Sweatshirts,Ride Logo Mens Pullover Hoodie Electric Blue Sz S,Ride,37.360000610351562,Men,512B64C840510A6F1F1D01C98B010148,1,17702
27912,31.80799999833107,Swim,2EROS - S03-07 - ICON2 Low Rise Quick Dry Swim Shorts - Black Mystic Pink or Blue,2EROS,56.0,Men,81DD4DF7529A4765132F4425191D1715,1,27912
191,13.619549850123748,Tops & Tees,Asics Women's Core Short Sleeve Shirt,ASICS,24.989999771118164,Women,0AA1883C6411F7873CB83DACB17B0AFC,1,191
567,22.074480857687515,Tops & Tees,ASICS Women's Competition Long Sleeve,ASICS,39.9900016784668,Women,99C5E07B4D5DE9D18C350CDF64C5AA3D,1,567
634,23.12486079837322,Tops & Tees,ASICS Women's Rib I Tech 1/2 Zip Pullover,ASICS,44.9900016784668,Women,6766AA2750C19AAD2FA1B32F36ED4AEE,1,634
2548,10.80799999833107,Active,ASICS Women's Low Cut Short,ASICS,28.0,Women,0E4A2C65BDADDD66A53422D93DAEBE68,1,2548
2595,8.25,Active,ASICS Women's Circuit 7 Warm-Up Long Sleeve Short,ASICS,22.0,Women,453FADBD8A1A3AF50A9DF4DF899537B5,1,2595
2677,7.98529993546456,Active,ASCIS Hydrology Low Socks (Pack of 3),ASICS,16.989999771118164,Women,E97C864E8AC67F7AED5CE53EC28638F5,1,2677
2691,6.1834498491615051,Active,ASCIS Intensity Low Socks (Pack of 3),ASICS,13.649999618530272,Women,110EEC23201D80E40D0C4A48954E2FF5,1,2691
2747,21.201390908092861,Active,Asics Women's Favorite Long Sleeve Shirt,ASICS,45.9900016784668,Women,868B7DF964B1AF24C8C0A9E43A330C6A,1,2747
2875,12.923609823557882,Active,ASICS Women's Field Skirt,ASICS,32.389999389648438,Women,4F1F29888CABF5D45F866FE457737A23,1,2875
2923,11.475000064820051,Active,ASICS Women's Ready Set Long Sleeve Top,ASICS,25.0,Women,A4666CD9E1AB0E4ABF05A0FB232F4AD3,1,2923
2986,11.250000027939675,Active,ASICS Women's Ready Set Short Sleeve Top,ASICS,25.0,Women,769675D7C11F336AE6573E7E533570EC,1,2986
2991,5.7221999472931024,Active,ASICS Women's Intensity Quarter Sock,ASICS,14.449999809265137,Women,C5C1CB0BEBD56AE38817B251AD72BEDB,1,2991
12856,13.018170687423948,Swim,Womens ASICS Aneka Boardshort Unlined Shorts,ASICS,33.9900016784668,Women,0F40C9BDD25FD8950DC1C7E66862E6D9,1,12856
13710,8.2499999590218067,Accessories,ASICS Unisex Adult Thrmopolis LT Beanie,ASICS,22.0,Women,5456133E67453A4C86D63B50D1F8BC2E,1,13710
14345,12.536399620479344,Maternity,ASICS Women's Legato II Tight,ASICS,26.959999084472656,Women,96FE1255E032940E2739E06072855B95,1,14345
15448,11.858000017702579,Plus,ASICS Unisex Adult Thrmopolis LT Beanie,ASICS,22.0,Women,349F259C872C43D1EA241BA414C5B70B,1,15448
16875,25.577999889850616,Tops & Tees,ASICS Men's Favorite Short Sleeve Top,ASICS,42.0,Men,92BDEE4B02B1DAB018F526948437D3D6,1,16875
18132,9.72500005736947,Active,ASICS Men's Myles II Running Tight,ASICS,25.0,Men,C003C81E1A36826B21E90F7E93C675D1,1,18132
18154,22.927050479699677,Active,ASICS Men's Myles II Running Pant,ASICS,49.950000762939446,Men,D3481AE553DC4BB6B970B151FBC0EC59,1,18154
18163,11.460000090301037,Active,ASICS Men's Asics Core Long Sleeve Top,ASICS,30.0,Men,D5A44BDAEE01BAC1C4490D1ADED4C0D8,1,18163
18768,11.175000062212348,Active,ASICS Men's ASX Boxer,ASICS,25.0,Men,EDC250903655029FE0BEF183AA4DE288,1,18768
28486,8.9099999647587556,Accessories,ASICS Unisex Adult Thrmopolis LT Beanie,ASICS,22.0,Men,3F54E27D6A63E1397FE94938013A9161,1,28486
21084,108.4449998527998,Jeans,Agave Men's Waterman Relaxed Grey Jean,Agave,205.0,Men,37E9B839EEB8B2D3C484E37C548DCCAE,1,21084
21266,95.274999937973917,Jeans,Agave Men's Waterman Relaxed Soft Jean,Agave,185.0,Men,6C19FEC38725C11D5983F36ECF92F93A,1,21266
5058,36.234098364987965,Jeans,Ariat 9437 Women's Double Trouble Boyfriend Sugar Devil,Ariat,69.949996948242188,Women,7FFB4E0ECE07869880D51662A2234143,1,5058
20746,47.640600912930068,Jeans,Ariat 7775 Men's M4 Low Rise Boot Tabac,Ariat,83.580001831054688,Men,C1BC7F81BDBA1B65ACA9D6D1592B41AD,1,20746
20842,44.102800764053882,Jeans,Ariat 8398 Men's M2 Relaxed Granite,Ariat,82.9000015258789,Men,A44879FE303DD43AD3F90D288329C039,1,20842
20898,44.600200796834379,Jeans,Men's Ariat Relaxed Fit Lower Rise M3 Athletic Jeans,Ariat,82.9000015258789,Men,DEE5807257E44B600E247C814CC12734,1,20898
21208,43.356700724533937,Jeans,Ariat 8402 Men's M4 Low Rise Boot Roadhouse,Ariat,82.9000015258789,Men,2E544457E0583A48CAECA4120B266684,1,21208
21218,38.1227482664343,Jeans,Ariat 10328 Men's M3 Horizon Gunsmoke,Ariat,69.949996948242188,Men,F36B63F4CA5D8A47097F5C0B69D9D306,1,21218
21499,39.054418821541518,Jeans,Ariat 9425 Men's M4 Low Rise Boot Blue Canyon,Ariat,69.989997863769531,Men,AA34AC274B2E734F35FE9A94B813BA3D,1,21499
18559,7.980000041425229,Active,C-IN2 Men's Core Basic Strap Jock,C-IN2,20.0,Men,D0246B69AF05651F743D905C9ADB2167,1,18559
25576,9.1200000047683716,Underwear,C-IN2 Men's Pop Color Lo No Show Profile Brief,C-IN2,20.0,Men,016DDA407FFF9ED48128DA45058B0366,1,25576
25717,11.904000028967856,Underwear,C-IN2 Men's Pop Colors Army Trunk,C-IN2,24.0,Men,0C3D19D60C40941A6705F3D06E366C3F,1,25717
25829,14.336000025272368,Underwear,C-IN2 Men's Zen Tank Top,C-IN2,32.0,Men,7FDCABBD898D3ABE2690B023345ADC9A,1,25829
25834,12.840000037103891,Underwear,C-IN2 Men's Zen Army Trunk,C-IN2,30.0,Men,5B7D57FCC92D7F0DA6ABCB760754E269,1,25834
25856,13.589999992400408,Underwear,C-IN2 Men's Prime Army Boxer Brief,C-IN2,30.0,Men,761477E659CEC3FB2FD546672B0D6280,1,25856
25890,6.2640900209917127,Underwear,C-IN2 Men's Filthy Jock Brief,C-IN2,14.670000076293944,Men,FBBA25691BEA73E74B93B6F510B74033,1,25890
